Variable,GCM,Scenario,YearRange,Station,Raw_Pbias,BiasCorrected_Pbias,Raw_RMSE,BiasCorrected_RMSE,Raw_R2,BiasCorrected_R2,Raw_KGE,BiasCorrected_KGE,Raw_NSE,BiasCorrected_NSE,Raw_NRMSE,BiasCorrected_NRMSE
pr,CanESM5,historical,1950-2014,IKV,-33.6,1.3,7.42994764133799,4.28658936697766,1.06575914393207e-05,0.669271607015087,-0.224371877511089,0.552989476505467,-0.147406498763339,0.618082495956768,0.0803619845260231,0.0463635606880858
pr,CanESM5,historical,1950-2014,OOA,-42.8,-0.5,7.24862060285656,4.10470841784429,1.00860796432844e-05,0.672189045371042,-0.229009327087125,0.534870090353015,-0.215132521053757,0.610347443499604,0.112353844051965,0.0636231077228019
pr,CanESM5,historical,1950-2014,PEA,-17.3,-0.6,6.78883709545987,3.7682593121263,6.71536345240102e-05,0.685141732609888,-0.155809295516361,0.569683921853413,-0.181932565826661,0.635847340507931,0.0531365906565322,0.0294943669645614
pr,CanESM5,historical,1950-2014,MWM,79.5,-0.3,6.92253885403105,3.62630168394262,0.000764305517801199,0.64833544621836,-0.343357173545372,0.516806923045337,-0.504532673693015,0.587143921603433,0.0539684950029707,0.0282708480856211
pr,CanESM5,historical,1950-2014,OTG,10.1,-0.7,8.3661788742681,4.70474302851644,0.000365274572169383,0.653763152666893,-0.127647755666892,0.514553626613906,-0.299837795907487,0.588938612261723,0.0587124992930797,0.0330171307459713
pr,CanESM5,historical,1950-2014,DSM,-45.1,0.8,8.51082765763426,4.80921361414761,1.14150196263315e-06,0.697752006387807,-0.284721743384615,0.559148328012079,-0.13333173321302,0.638122490811105,0.0739673189900598,0.0417967149375781
pr,CanESM5,historical,1950-2014,SLB,57,1.4,7.75715523740492,3.68912653594496,7.58980170283953e-05,0.705556685403817,-0.178417163070703,0.584291897383338,-0.522558621945341,0.655637255138682,0.0574059797925294,0.0273009778576236
pr,CanESM5,historical,1950-2014,CNC,-42.2,-0.5,8.04024303177925,4.50981767235753,0.000165520285598753,0.688727631411063,-0.247974738964499,0.542857654819213,-0.194746343274491,0.624114714072551,0.0731050811203583,0.041005052393642
pr,CanESM5,historical,1950-2014,PRO,-8.2,-0.7,6.02583109323223,3.60005880169502,0.000203195546497355,0.614876499121503,-0.110686148140017,0.501661634891162,-0.231425124455338,0.560465174717238,0.0968316100471192,0.0578508565273183
pr,CanESM5,historical,1950-2014,CIN,-12.4,0.7,6.96166965929429,3.98324142439696,0.000152058708429836,0.637490952711137,-0.140951903404402,0.534640855209999,-0.252250494199185,0.590043621260331,0.0985904613846696,0.0564102620573977
pr,CanESM5,historical,1950-2014,EBS,2.4,-0.6,7.8418366082168,4.11350197305017,0.000884648173812383,0.730003864155371,-0.0831246566964281,0.563201116956235,-0.238731010705977,0.659148780941927,0.087459978677888,0.0458778743843565
pr,CanESM5,historical,1950-2014,DVP,65.6,0.4,6.17117705452164,3.2864020507231,0.000835623685033632,0.579398929235974,-0.24338241716991,0.478618727327585,-0.661019379663253,0.528935830410824,0.0923801241657682,0.0491961625508683
pr,CanESM5,historical,1950-2014,AXA,36.1,-0.6,7.24753324403586,3.54738212919605,1.47166718836631e-05,0.691215941672905,-0.0884345484384341,0.539248585136,-0.571396496262251,0.623537869332509,0.108492758361065,0.0531029329839832
pr,CanESM5,historical,1950-2014,BNW,-25.2,-0.5,7.78380998861362,4.46888001654759,3.04816291473374e-06,0.667587159424428,-0.181063216362983,0.534153820608827,-0.191260512062066,0.607337268256615,0.101138353844932,0.0580660587893713
pr,CanESM5,historical,1950-2014,EST,21.9,0.1,7.68375149363231,4.14821880900807,0.000359140649756076,0.633439074189549,-0.1054973181876,0.527496309504302,-0.426818750050812,0.584141579750799,0.0656203690507824,0.0354263993800542
pr,CanESM5,ssp126,2015-2100,OXV,-77.9,-66.9,11.0743249840781,11.3412198326695,0.000397547599018044,0.00118752854858779,-0.458518983290999,-0.339235830174827,-0.421237982229771,-0.490568072826832,0.16329477401395,0.167230231393871
pr,CanESM5,ssp126,2015-2100,I75,-80.8,-69.8,11.8233912088499,11.8801221783669,9.90849791262837e-05,0.00323142100007017,-0.468681742808074,-0.394121722902051,-0.526156453207883,-0.540837190481715,0.18999503790535,0.190906671675508
pr,CanESM5,ssp126,2015-2100,CAV,-56.3,-72.4,11.5278858323831,11.2014900550612,0.00129121218326959,0.0002822151569166,-0.280529294583674,-0.385960200851178,-0.437188926195505,-0.356957119655271,0.144539418130086,0.14044698900473
pr,CanESM5,ssp126,2015-2100,OTM,-38.2,29.1,7.40827964447886,8.96461478480654,0.00102131255663532,0.000229884899236809,-0.204416576671384,-0.0744308146788277,-0.144134417453915,-0.675350114953174,0.0658384995332367,0.07966988486524
pr,CanESM5,ssp126,2015-2100,IKV,-77.1,-73.6,11.0583082422887,11.0935074213589,9.47239817687285e-05,0.000536033725933945,-0.44135698296184,-0.378562776166782,-0.386973900815793,-0.395817575724043,0.143685302386745,0.144142660291559
pr,CanESM5,ssp126,2015-2100,OOA,-70.8,-56.5,8.78394176788051,8.73577400224759,1.26566814451464e-05,9.93439722157173e-05,-0.357162582250563,-0.258229101697648,-0.459431769039939,-0.443469726754107,0.182012883710744,0.181014794907741
pr,CanESM5,ssp126,2015-2100,PEA,-77.8,-75.6,15.8621837222928,16.0757971700465,1.53990616550486e-05,3.48088679977873e-06,-0.502228913176032,-0.448119856678338,-0.167037462127299,-0.198681718333253,0.0693883802375013,0.0703228222661699
pr,CanESM5,ssp126,2015-2100,MWM,-53.6,-75.8,10.5152250805266,10.1114504658837,0.00498475165263513,0.00479644439075036,-0.349012444590658,-0.418426012561303,-0.272539401579456,-0.176687145293318,0.119648913118731,0.115054508965042
pr,CanESM5,ssp126,2015-2100,OTG,22,5.8,7.97835319033028,8.3233822164021,0.000616925830565836,6.51437232365583e-05,-0.0882411797875853,-0.0527067907200336,-0.300308903021766,-0.415206115451535,0.0709048291918938,0.0739711542311912
pr,CanESM5,ssp126,2015-2100,DSM,-44.3,1.4,7.99812493786581,8.77856666906397,8.22192855514809e-05,2.42155813906807e-05,-0.272017278585581,-0.0836379938791603,-0.128620207829287,-0.359623547735233,0.0877122029463494,0.0962709919183205
pr,CanESM5,ssp126,2015-2100,SLB,-45.8,-73.5,10.280821043831,10.032291703771,0.000154732862370301,0.00130617444476518,-0.194395098478605,-0.439946706520582,-0.415208273660604,-0.347612599236651,0.110589271587184,0.107915878229971
pr,CanESM5,ssp126,2015-2100,CNC,-79.5,-69.4,12.1869450406052,12.1208907768783,4.11579667954421e-06,0.000502992103707512,-0.467262773366205,-0.401517023233061,-0.368987388474037,-0.354187552829247,0.122086764847481,0.121425044347722
pr,CanESM5,ssp126,2015-2100,PRO,-73.7,-75.9,11.8252831033863,11.9227842035624,1.05476673526663e-06,0.000302442757781254,-0.427926461403572,-0.455602217596391,-0.321189305592845,-0.343065901428971,0.0969921514385363,0.0977918651866994
pr,CanESM5,ssp126,2015-2100,CIN,-71.5,-72.5,11.7958886920204,12.0521043863153,3.01330110159526e-05,0.000893661683343101,-0.414931441175556,-0.41307415870605,-0.332547081853175,-0.391063643073087,0.133067354330939,0.135957678703104
pr,CanESM5,ssp126,2015-2100,EBS,-58.3,-62.2,9.68978265301103,10.1047160315885,0.000409149125081251,0.00208073988379335,-0.275990617107342,-0.222527305109315,-0.319700547218369,-0.435144238548044,0.130646406172622,0.136240912948826
pr,CanESM5,ssp126,2015-2100,DVP,-70.4,-84,11.945506898843,12.1216174581974,1.86132672293108e-05,0.000202722534703659,-0.390258307649181,-0.512135706805926,-0.361031448004252,-0.401458175935507,0.170396937390776,0.17290907021279
pr,CanESM5,ssp126,2015-2100,AXA,-63.9,-77.2,13.1779988754638,12.8931868128103,0.00436600289913241,0.000942446739733043,-0.371690848051697,-0.411033779901566,-0.41892648845003,-0.358255631983252,0.162639138985805,0.159124068975517
pr,CanESM5,ssp126,2015-2100,BNW,-71.6,-68,12.2219200261341,12.3603499009544,0.000497174325866222,0.00150024452671419,-0.430353794038849,-0.396871525496942,-0.330153015235756,-0.360455241547908,0.136311035066517,0.137854943018831
pr,CanESM5,ssp126,2015-2100,EST,11.1,-15.7,8.47601367151252,8.09824779051593,2.34606258794638e-06,0.000111995985279589,-0.0951328680253012,-0.133355393978719,-0.328851253548566,-0.213040206046518,0.0853456075831456,0.0815418550306697
pr,CanESM5,ssp245,2015-2100,OXV,-85.3,-64.3,11.0999356083051,10.9792306501379,6.18024689720302e-05,0.000735541695414992,-0.534694833561223,-0.286876046809821,-0.427819129181132,-0.39693466600805,0.163672411576648,0.161892574982127
pr,CanESM5,ssp245,2015-2100,I75,-86.6,-67.3,11.9368666266286,11.6263395457779,4.85912760799659e-05,3.04016911187047e-05,-0.527009202705461,-0.342562354206928,-0.555591713297176,-0.475709736781325,0.191818522041276,0.186828531990646
pr,CanESM5,ssp245,2015-2100,CAV,-67.1,-73.2,11.3373218151047,11.1576632416654,2.90527770641069e-06,6.31337917393628e-05,-0.339300814541558,-0.413894320913287,-0.390066181525371,-0.346359464662134,0.142150080434133,0.139897477828194
pr,CanESM5,ssp245,2015-2100,OTM,-43.4,25.9,7.46797174986624,8.45522245011156,6.78681802506927e-05,0.00219273238839655,-0.264944862321874,-0.0205018845534179,-0.162646390999863,-0.490364135563792,0.0663689922847642,0.0751428382903927
pr,CanESM5,ssp245,2015-2100,IKV,-84.5,-71.8,11.1417957146757,11.0020034200103,0.000374484778567982,0.00317193259676128,-0.513371050758076,-0.334999285175724,-0.407995571435592,-0.372885939780286,0.144770090624928,0.142953709882933
pr,CanESM5,ssp245,2015-2100,OOA,-82,-53.9,8.7210234281458,8.68574246554074,0.000782044508427599,8.17572632946887e-05,-0.457967863605731,-0.245556060716069,-0.438599172383556,-0.426982990215645,0.180709146874136,0.179978086728983
pr,CanESM5,ssp245,2015-2100,PEA,-85.3,-76.8,15.9897835054841,16.1740227748884,0.000510123025100394,0.000330954610625305,-0.584948364125324,-0.468539846666013,-0.185888924362112,-0.213374730956196,0.0699465595165533,0.0707525055769394
pr,CanESM5,ssp245,2015-2100,MWM,-55.9,-76.3,10.481562731368,10.3445204708476,0.00206867311800486,0.000791296272003674,-0.336043891350777,-0.415089682042886,-0.264404892065707,-0.23155785469996,0.119265881518457,0.117706527591457
pr,CanESM5,ssp245,2015-2100,OTG,10.3,8.1,8.15515195501089,8.50147437145751,3.98621543011004e-05,5.49285470469497e-06,-0.0907911987893693,-0.0472083427892445,-0.358576616802305,-0.47641524175239,0.0724760665026474,0.0755538860974521
pr,CanESM5,ssp245,2015-2100,DSM,-49,0.7,8.05029925593672,8.64395580014458,0.000490554118210504,4.65243208217684e-05,-0.321178544210058,-0.0998511904305264,-0.14339293342212,-0.318246203247514,0.0882843776011309,0.094794768935413
pr,CanESM5,ssp245,2015-2100,SLB,-64.3,-73.2,9.98113547923178,9.75936155332448,5.99755835829897e-05,0.00325108086712701,-0.319810136594749,-0.382791514213156,-0.333904264200845,-0.275285949566608,0.107365598287851,0.104980008963948
pr,CanESM5,ssp245,2015-2100,CNC,-85.7,-63.4,12.222729805925,11.9594367387649,0.000367621391654389,0.00116654308688886,-0.524588809846698,-0.302643810613292,-0.37703876078773,-0.318351427799886,0.122445250605327,0.119807624960078
pr,CanESM5,ssp245,2015-2100,PRO,-82.2,-74.5,12.0495332837489,11.84612045861,0.00380668996354094,4.56514271289012e-07,-0.550257922593061,-0.434875329582498,-0.371773495277899,-0.325849548574229,0.0988314737840299,0.0971630615043473
pr,CanESM5,ssp245,2015-2100,CIN,-80.8,-70,11.9451393243489,11.6907704135789,0.000134984150076351,1.35242565870446e-05,-0.49765793308115,-0.416114739965812,-0.366481228413507,-0.308903094688951,0.134751024573572,0.131881533442895
pr,CanESM5,ssp245,2015-2100,EBS,-70.5,-61.4,9.83719913316101,10.3627510211951,1.56346507971105e-05,0.000454173328310425,-0.373205024623534,-0.270540946493827,-0.360160789953009,-0.509376044378997,0.132634008375054,0.139719973859281
pr,CanESM5,ssp245,2015-2100,DVP,-72,-84.5,11.8076260347575,12.2011001054262,0.00745756304154296,0.00349915655557722,-0.329843007461442,-0.582254182373477,-0.329793399930232,-0.419897432757411,0.168430132870557,0.174042852125788
pr,CanESM5,ssp245,2015-2100,AXA,-75.6,-76.5,12.8815476933303,12.7837506404945,0.00122332342152967,0.000412251400016163,-0.389898874352187,-0.435718905511178,-0.355804451495757,-0.335295991588465,0.158980422251256,0.157773438655425
pr,CanESM5,ssp245,2015-2100,BNW,-80.5,-63.9,12.3096396973699,12.1971249096293,0.00035129983944841,1.08372156209251e-05,-0.50733091567762,-0.342446787058306,-0.349315193896194,-0.32476141659228,0.137289372280006,0.13603449521123
pr,CanESM5,ssp245,2015-2100,EST,0.6,-16.4,8.56863627067587,8.1780499341946,1.97647513133424e-05,7.73865600096119e-06,-0.0834335413389462,-0.133274484602534,-0.358052280392829,-0.237065198304163,0.0862782313739843,0.0823453887084862
