Date,OXV,I75,CAV,OTM,IKV,OOA,PEA,MWM,OTG,DSM,SLB,CNC,PRO,CIN,EBS,DVP,AXA,BNW,EST
16/09/2005,58.421524,,60.266315,76.10822,64.944565,,66.89975,68.67475,50.05466,65.48287,60.32143,69.08603,,61.853165,55.84326,57.80823,62.462082,60.485455,63.7092
17/09/2005,60.096485,,69.523766,78.21754,63.568756,,63.53153,89.06601,66.65492,64.08128,65.983955,69.41951,,66.65372,56.096497,70.12035,66.80929,60.18425,77.22594
18/09/2005,61.304367,,,79.39535,63.171856,,63.452587,87.95898,65.32874,63.638927,65.03132,69.1547,,65.356224,57.182533,79.350296,66.61348,60.58721,72.310234
19/09/2005,63.205395,,,85.890785,66.330345,,67.59571,88.94721,65.82664,68.16504,75.99403,74.24438,,69.35466,62.11638,77.05679,74.01508,67.09899,77.48961
20/09/2005,55.175255,,,72.75086,57.394485,,60.19387,80.39181,57.854877,59.304752,58.862667,61.444874,,58.19707,52.370415,64.1499,62.459965,54.4178,64.42067
21/09/2005,58.720383,,,71.88359,59.672066,,57.65742,78.54981,58.050858,61.699467,55.529858,67.70824,,62.069225,53.61289,66.74593,64.49448,55.98523,64.24736
22/09/2005,53.68811,,,75.22355,64.34623,,64.55654,71.72434,51.87806,65.95237,61.74441,69.81265,,66.18464,60.176758,59.893658,68.262146,64.68001,64.3224
23/09/2005,65.19309,,,80.71531,65.95878,,69.75891,77.94656,58.3983,69.330696,60.79881,79.67124,,67.71282,55.679565,67.88438,67.506645,61.82375,70.75688
24/09/2005,69.8037,,,89.27265,76.40995,,78.36385,98.26721,74.1753,85.50859,84.71839,79.86601,,78.34888,64.28714,88.84275,78.81147,72.740845,89.28537
25/09/2005,68.91148,,,89.751816,76.11198,,78.86863,100,77.4808,82.90677,92.5542,81.69328,,78.26444,,95.35835,79.583755,75.7213,93.28334
26/09/2005,69.572586,,65.54709,87.86955,74.0843,,76.55736,79.91055,61.04609,80.30003,73.16066,86.05244,,72.62689,59.65101,72.14022,69.31586,69.825775,71.08661
27/09/2005,64.34911,,61.777042,77.83395,65.1645,,71.82177,71.783585,52.65984,70.79763,60.032406,76.936134,,64.53218,56.315323,61.710762,64.71488,61.06805,65.68614
28/09/2005,68.54027,,67.473404,83.52534,70.52178,,80.05628,82.24068,59.524387,76.02791,67.2371,82.68981,,67.97983,59.61094,71.54133,70.8592,65.88694,70.95615
29/09/2005,54.29938,,54.733425,63.06916,55.964897,,58.364944,63.919247,50.18239,58.76464,57.231915,63.3985,,58.86732,50.38229,59.886353,59.41306,51.627575,60.255997
30/09/2005,51.231365,,54.555492,59.512684,54.517406,,53.017666,58.105244,43.806404,55.425743,48.04486,60.860214,,54.382874,49.23203,50.658527,56.90684,50.174133,51.551254
01/10/2005,61.097218,,64.75541,65.12705,71.10909,,61.32768,73.97372,53.88257,69.43255,66.47691,70.701225,,69.95083,59.540436,61.376698,69.24227,63.652367,69.16733
02/10/2005,70.48735,,70.87777,77.01614,,,74.21126,89.359245,65.74872,78.95238,74.89946,82.70577,,74.054855,64.5048,77.63543,75.85096,71.12441,75.07762
03/10/2005,68.67827,,68.21643,76.44192,69.20368,,69.498085,82.67069,60.21737,73.3535,66.18025,78.65895,,71.14392,62.360367,71.014046,72.46526,65.726616,70.200516
04/10/2005,65.56282,,68.61998,74.687294,67.37538,,68.2446,99.00956,73.18472,71.51826,71.44881,74.36341,,70.37668,60.97362,96.31284,74.37885,65.04082,80.40967
05/10/2005,70.9198,,69.740845,78.94692,72.76164,,81.2673,84.27278,61.05106,77.86168,70.63659,85.67394,,70.3975,61.9198,77.46437,73.307205,66.5005,70.28478
06/10/2005,55.154705,,61.212997,66.71829,56.118027,,65.54955,81.64912,57.42489,58.857063,61.719128,69.15496,,61.148827,53.193233,78.71796,65.39971,54.02936,63.618103
07/10/2005,56.38443,,60.811813,67.8572,59.97343,,68.50056,82.36617,60.57014,62.781162,65.335884,70.36684,,64.206825,54.06647,79.717575,66.43227,58.63946,68.07115
08/10/2005,58.57337,,61.29264,68.35793,65.33638,,69.448456,79.06552,56.63555,68.01638,65.713234,73.02569,,76.18715,55.394516,74.01131,67.36728,61.902325,71.25419
09/10/2005,63.139317,,64.22939,76.66112,68.00426,,75.1881,84.44909,50.491592,73.36815,70.301285,77.66773,,,57.39404,77.61597,69.24023,64.6813,74.637115
10/10/2005,61.697918,,63.044308,71.18348,65.50013,,71.69234,84.93939,61.566326,69.50133,71.399734,69.27821,,67.40438,56.268417,79.13609,69.007866,61.290302,75.76178
11/10/2005,80.063675,,65.31878,84.46114,72.98607,,82.52714,86.25828,66.18629,81.441376,69.18616,75.21943,,70.52194,59.77597,82.03542,71.53567,67.0912,76.4357
12/10/2005,84.35055,,71.994095,81.438416,76.3424,,86.32064,99.81964,76.90454,92.62019,90.957985,80.127045,,77.301674,64.3421,95.133995,78.89729,74.393776,94.03084
13/10/2005,78.6898,,66.336975,82.52201,72.56428,,82.90616,91.03876,66.72661,78.40753,76.74,69.57229,,67.31808,58.899452,78.507454,78.5051,63.879395,79.472
14/10/2005,52.711727,,56.859352,58.55435,54.840076,,59.62635,69.79604,52.462,53.104153,54.008057,49.296837,,54.88405,47.747,57.565674,,50.424618,61.544643
15/10/2005,49.11034,,54.127357,51.912594,54.51927,,54.020664,67.223434,45.243904,51.145683,45.817986,40.094322,,52.947796,45.34473,55.84523,,46.85134,57.011562
16/10/2005,46.2797,,55.086002,51.221996,55.768223,,46.398155,54.873257,42.73821,51.55561,45.38797,46.807617,,57.135372,45.962273,58.536526,,46.93263,55.297462
17/10/2005,50.20019,,56.988636,55.11584,58.2555,,56.47498,64.952286,50.748894,52.78165,52.372345,47.43843,,57.291107,50.660282,59.105633,55.548798,57.976727,56.95069
18/10/2005,34.858414,,49.33619,53.75479,53.66735,,49.539574,66.79419,47.443718,49.24037,48.010696,43.55252,,49.548897,44.779438,55.09707,55.578697,44.681858,56.70872
19/10/2005,58.606407,,60.810574,60.043137,58.293705,,61.8451,87.36454,60.914825,60.007874,67.945335,57.101776,,64.35661,55.86353,76.652336,68.53028,62.550102,74.83608
20/10/2005,79.85089,,61.266544,82.56624,70.89807,,79.56691,80.880745,59.67975,80.90299,64.8768,75.667175,,66.48636,58.402218,74.152626,66.85323,70.054054,69.7042
21/10/2005,74.148026,,66.84129,73.83275,71.858154,,78.09978,83.32023,58.28637,75.62126,61.921993,70.93387,,67.88592,57.612896,72.28013,73.96578,71.492256,69.65815
22/10/2005,67.54107,,63.6331,69.90935,63.45272,,71.92365,87.63943,65.01259,67.75251,79.49849,63.916622,,70.45274,57.705696,82.56367,73.01918,67.69682,75.32151
23/10/2005,86.21647,,72.390526,83.25771,76.64177,,89.22509,97.356316,68.919205,83.72326,84.570786,80.76036,,77.639946,64.119064,90.899345,79.372986,81.86372,81.99261
24/10/2005,74.21584,,69.35658,72.99215,68.42583,,79.691734,89.77851,64.7075,72.25306,78.22879,70.60819,,72.24344,61.469437,84.65602,74.1447,73.282135,75.56412
25/10/2005,65.29977,,65.705124,66.22727,66.61245,,70.64999,85.15087,62.036583,67.09297,72.90712,63.343773,,67.32632,59.587086,76.90372,72.6643,68.13769,75.86949
26/10/2005,74.613464,,67.08857,72.60096,70.351715,,79.30396,80.64548,58.265934,75.33563,71.36551,70.18007,,69.53172,59.557644,75.21948,70.56765,72.300995,71.61973
27/10/2005,63.596115,,63.993404,68.57673,68.523964,,69.36479,78.137436,59.631897,67.88903,70.10192,62.803165,,65.18667,56.479706,93.526955,73.36824,68.116,71.57035
28/10/2005,61.941463,,61.99369,65.43191,60.00399,,41.61799,66.66102,53.38912,62.90352,62.194363,61.39735,,61.258163,53.78128,,64.07024,64.748634,63.549816
29/10/2005,56.047874,,58.15381,59.274296,64.59221,,61.685246,68.503525,53.65902,58.036297,55.88447,54.407345,,56.426647,51.80291,,58.435757,60.091927,57.946457
30/10/2005,61.10148,,63.282215,72.206314,,,64.72071,94.21053,66.64448,71.08456,71.281044,59.523266,,56.5805,51.480965,,74.1008,61.398308,86.09153
31/10/2005,72.51515,,67.896996,82.73663,66.404045,,79.40089,88.20925,62.13574,69.69916,72.10609,66.49463,,66.02521,60.39114,79.146904,73.312004,68.016106,77.60456
01/11/2005,58.47964,,56.923904,62.39785,57.166107,,66.169975,69.238884,50.87158,56.08126,60.411392,53.50139,,56.3748,49.601635,61.73202,66.58999,59.738342,64.07948
02/11/2005,44.384327,,51.57249,48.54435,67.86935,,53.021164,59.773556,43.080605,46.71319,44.287632,42.519028,,46.3715,42.622135,58.533764,59.121555,47.46606,55.182285
03/11/2005,43.49493,,58.550728,43.498283,,,48.639862,82.84427,57.7146,50.655582,58.638916,41.32076,,57.12945,51.386066,77.83294,66.47877,52.952072,68.68008
04/11/2005,55.71507,,65.67221,60.45571,45.453766,,57.530117,89.66809,63.53906,55.414684,71.505424,53.05118,,63.19843,57.392586,82.77544,74.74511,61.42963,77.61724
05/11/2005,73.1993,,71.20615,78.94548,68.62867,,78.534096,96.901054,69.03903,74.366005,85.71113,70.00577,,72.009636,61.979057,87.23975,78.4259,75.00696,87.59702
06/11/2005,82.646385,,65.975174,84.08128,71.89689,,85.6898,74.4631,58.225704,80.30084,73.32924,75.77051,,67.19286,59.822155,72.66927,67.61791,75.13438,67.86064
07/11/2005,61.25152,,57.054653,71.159035,54.68179,,65.73558,58.86321,44.193657,56.42496,51.350933,61.109745,,51.193237,47.901653,57.581135,60.50209,50.88022,54.344444
08/11/2005,81.59849,,65.2064,84.281586,73.96451,,84.15127,72.85607,55.47565,77.86829,66.56278,77.888176,,70.255005,59.931976,65.83185,69.140526,73.41212,66.32786
09/11/2005,58.601017,,59.62726,59.619358,,,60.87981,70.626274,51.958286,51.17634,60.993286,52.642433,,60.76903,52.55436,69.05683,65.23701,58.207783,60.13602
10/11/2005,55.132668,,49.670383,62.19586,,,60.47022,62.887333,43.875317,47.38686,49.509377,51.804127,,46.28665,43.75822,55.145134,57.097656,47.8559,54.098946
11/11/2005,52.875572,,52.702396,60.776672,,,58.30381,57.20068,42.56056,52.295963,49.366795,53.71204,,50.670628,49.29735,50.27225,55.022953,53.792274,54.322075
12/11/2005,68.35085,,70.45881,72.0279,,,69.39802,94.36417,66.27698,64.87646,78.22474,63.49207,,71.19627,61.632416,84.60457,76.62435,73.06197,81.708305
13/11/2005,54.928524,,70.362686,62.43298,,,60.800957,85.537506,60.79915,50.418983,63.50212,51.700935,,61.5845,,79.718994,68.12387,62.516815,72.69992
14/11/2005,77.65958,,71.37417,82.61864,,,84.711784,86.73004,59.232956,72.02726,69.11437,75.23292,,72.72971,63.012295,82.36469,74.077,75.89967,74.77262
15/11/2005,89.86917,,73.48678,94.90068,,,97.28279,100,75.51267,90.97181,90.05338,84.950516,,78.402695,64.43349,93.39685,80.457886,84.818954,89.59805
16/11/2005,73.086334,,66.91282,73.26663,62.68852,,72.89796,89.52692,59.22355,68.89644,75.00838,67.65034,,71.43698,57.780777,78.942444,72.18211,69.589005,71.776024
17/11/2005,68.02399,,66.87799,66.753944,63.389915,,71.36568,88.737144,63.84468,71.63639,75.121506,68.15145,,70.48862,57.920265,81.28275,74.16808,71.36044,77.06431
18/11/2005,68.19692,,71.72874,66.89215,66.104385,,73.943565,95.7809,68.50867,70.93932,82.6078,61.77415,,76.965775,64.21377,86.860664,78.92391,74.62047,81.2119
19/11/2005,68.0134,,73.48686,74.63124,68.50698,,71.2624,98.85629,71.43071,78.08788,84.66828,67.34822,,77.9737,66.28973,89.32302,80.153015,78.42173,85.6175
20/11/2005,83.08795,,74.6257,84.83462,77.374374,,90.29183,95.470406,67.94176,82.32949,84.7755,79.550354,,80.5025,64.1327,82.7633,,83.790054,82.30797
21/11/2005,75.87433,,71.86945,76.08417,70.37557,,80.02813,91.65616,64.534134,73.45945,77.87079,67.33226,,73.88639,62.856636,81.087585,,75.99252,77.949814
22/11/2005,76.13004,,72.6526,76.98577,74.03347,,82.47194,94.667145,66.1403,74.185486,79.83066,57.147053,,76.212105,62.474396,84.12754,81.152664,79.369095,82.773506
23/11/2005,58.49568,,69.06012,59.94683,57.883305,,64.08394,79.02404,55.96275,55.61769,61.535103,52.317528,,63.07624,59.34675,67.46314,70.386986,63.575405,66.45458
24/11/2005,43.150833,,51.795948,48.501583,44.411655,,52.99562,64.9183,39.382107,42.406555,49.43294,44.676613,,50.760612,42.751,59.944374,52.577892,49.17185,54.382843
25/11/2005,38.631218,,50.443645,45.90476,42.433067,,47.509933,67.35024,44.983707,41.14792,54.177586,39.738724,,54.497356,42.331158,62.491894,54.318745,49.26851,55.650364
26/11/2005,66.096466,,63.53941,68.134834,63.43115,,69.8748,86.23781,56.79863,67.479805,72.14013,64.90937,,71.20219,56.691467,80.80273,66.72582,66.41785,71.379
27/11/2005,,,,92.48236,,,,100,79.77102,88.95217,,,,,,99.36577,,,93.951775
28/11/2005,87.496735,,71.513336,83.6889,77.40723,,88.66993,100,79.51466,86.733185,91.64173,81.62823,,,,95.85623,80.05263,,91.75797
29/11/2005,73.85593,,67.88648,71.684944,66.83628,,77.5739,98.20955,61.971535,75.14496,83.64219,70.707146,,73.48665,60.7472,84.966644,74.52764,76.245255,79.72368
30/11/2005,73.38322,,67.53196,76.673035,68.96704,,77.75382,96.841934,69.619545,78.78848,87.27457,75.01107,,74.8176,59.802788,88.133514,74.60314,77.70855,82.20969
01/12/2005,70.267,,66.87355,81.16993,68.78646,,82.02595,94.488945,63.657867,77.9374,83.18481,74.23502,,72.5856,57.915634,87.45367,74.57553,75.034195,81.042694
02/12/2005,,,66.01385,75.26334,64.356476,,78.18683,96.82381,,70.49117,87.31303,70.53468,,73.942986,56.47288,92.11101,73.336426,75.755646,81.49517
03/12/2005,,,67.405594,83.8996,,,86.77094,98.81493,75.29882,83.80285,84.57634,78.75105,,73.13027,58.17094,92.49206,75.70906,78.41183,84.44171
04/12/2005,,,66.82293,84.19375,,,85.987114,97.60182,,80.10667,83.75117,78.171555,,71.62804,57.06544,87.79273,73.87413,76.76141,82.76335
05/12/2005,73.89164,,64.95692,80.3635,66.93382,,84.697975,93.31604,81.06747,78.10386,80.49931,73.95208,,71.54086,57.39248,86.322334,72.00287,72.862366,81.04317
06/12/2005,72.9093,,64.77903,77.00588,62.725754,,76.88626,91.5716,84.73399,73.09409,77.00651,70.9944,,70.56655,56.347744,82.99677,73.14976,69.88815,76.09601
07/12/2005,73.665726,,64.741135,78.27015,63.480026,,79.94932,96.361855,84.949295,74.879906,80.457565,73.234726,,72.0986,55.399113,87.76737,72.81493,72.23821,82.70123
08/12/2005,75.36413,,66.39844,82.575554,67.02387,,82.84383,96.90441,88.72656,80.56325,80.90091,75.19836,,72.270935,56.06806,87.22924,73.61004,75.102516,83.572815
09/12/2005,66.67755,,65.482666,70.34106,60.66528,,72.86392,95.952675,83.90053,70.34066,77.511375,66.79733,,71.45842,56.541744,86.00209,73.78208,71.308304,76.40897
10/12/2005,74.386925,,72.04822,73.743576,71.06773,,77.87614,98.170166,88.32687,75.51061,87.663666,72.10082,,78.07373,62.129406,91.45868,80.45947,79.16527,82.59953
11/12/2005,89.10249,,69.44568,92.58725,81.21502,,96.693855,100,93.617455,86.17268,88.808556,82.219,,80.53457,61.67019,97.77485,76.53978,86.30798,89.0093
12/12/2005,89.216324,,70.130615,91.37944,77.5492,,96.48127,98.912796,91.24069,82.5808,92.0099,79.985756,,79.10709,61.778812,95.932175,77.7965,83.309105,86.9383
13/12/2005,82.05592,,70.666176,87.99483,76.15454,,92.28907,100,94.50946,84.132965,90.598236,77.98107,,77.5655,61.09045,97.75692,78.307304,84.01085,88.26329
14/12/2005,89.82219,,74.62279,92.8481,80.70176,,96.2001,98.11362,88.2371,88.956894,87.31649,82.38376,,80.30023,63.982964,93.8743,,85.73098,87.45725
15/12/2005,80.15323,,67.81515,79.07005,70.63385,,84.03775,99.06178,86.70983,78.22455,83.157616,74.81747,,74.44437,59.70054,87.45743,73.69813,76.96837,81.19263
16/12/2005,72.00379,,67.19932,72.594696,63.87632,,74.7015,93.906425,85.299515,69.75355,78.98083,67.46926,,71.64029,58.65249,84.44419,75.53454,73.355835,78.47133
17/12/2005,70.38831,,65.47629,72.50685,62.687325,,75.69739,91.35077,84.79944,66.2132,75.40624,64.8886,,69.47889,56.640827,83.83227,73.329735,67.98568,76.15034
18/12/2005,66.53133,,65.20207,70.73747,61.538826,,73.317955,92.5911,85.06219,67.18899,77.92254,62.29757,,70.88359,55.576267,82.439285,73.308815,68.144005,78.08578
19/12/2005,70.86756,,65.59521,74.46568,62.43897,,77.86124,93.749146,88.55644,71.19134,80.550545,66.26353,,71.64195,57.023857,84.59118,73.208855,70.84527,80.98538
20/12/2005,75.33328,,66.2585,77.73477,68.624344,,81.30017,98.89318,89.4102,74.74855,83.05018,70.830605,,72.287155,58.463932,87.95997,74.122025,73.77483,83.374115
21/12/2005,74.5327,,65.80697,79.788345,68.89577,,82.43122,90.73881,76.50043,73.18646,79.14789,73.141464,,72.622696,57.59993,78.17116,73.400696,77.55604,80.99683
22/12/2005,71.88517,,72.23656,71.3114,67.19653,,77.17734,95.49829,82.20662,70.31847,81.738144,68.73672,,75.75285,63.575962,88.12052,80.09453,75.139755,84.6485
23/12/2005,74.116974,,72.420616,75.24279,73.31682,,80.03662,98.18691,85.37591,79.31396,87.89863,69.77993,,78.203476,63.28758,86.50204,81.93607,81.93383,85.045906
24/12/2005,87.399994,,74.756996,93.14956,81.68222,,95.47208,100,92.66602,89.62463,91.65562,83.796234,,80.5046,64.1472,96.713524,81.60437,85.78227,90.622086
25/12/2005,88.653336,,71.80239,93.03304,81.69837,,94.28815,100,93.604195,89.994865,96.63547,88.642395,,75.411606,62.469284,96.87699,77.28813,86.31076,91.5955
26/12/2005,90.30081,,70.11254,94.60696,79.530106,,98.72652,100,97.17995,91.588646,94.785065,86.61943,,75.92869,61.327095,100,77.21489,85.77535,97.12081
27/12/2005,92.434746,,71.75181,93.64694,79.81927,,100,100,96.75463,95.86574,97.81221,88.18491,,74.28373,60.164925,99.10746,75.933846,86.44522,90.51951
28/12/2005,93.04269,,70.640656,92.77551,80.3564,,99.10919,100,97.98865,86.66457,,87.86228,,74.35186,61.09747,99.30893,76.99194,86.45252,91.13791
29/12/2005,88.0853,,69.98145,86.927086,80.44755,,93.09415,100,96.981316,87.50352,97.14759,86.41878,,76.91883,61.795933,100,76.32444,86.803734,95.3239
30/12/2005,82.69537,,73.978806,79.45123,77.56692,,89.54464,100,94.113625,79.479485,88.682686,78.96676,,79.313644,63.171688,97.6116,81.27534,86.08831,91.34779
31/12/2005,80.629234,,68.987816,76.44196,72.07896,,86.43906,100,92.29153,73.64503,87.40064,76.75339,,75.94226,60.561646,95.14864,77.763565,82.40922,88.285164
01/01/2006,81.548645,,72.18008,84.72885,77.59307,,88.010506,100,96.087715,79.76064,91.50524,72.7426,,77.808334,62.814167,100,79.77376,84.876396,91.15839
02/01/2006,90.51225,,74.6257,96.06336,81.85847,,99.71227,100,96.16648,93.022064,93.028,85.41481,,80.2185,63.9928,100,81.17415,86.585785,92.29317
03/01/2006,90.64646,,74.6257,97.09878,82.11096,,99.803604,100,97.65818,92.67277,94.620766,86.250374,,79.45223,63.9928,100,80.73976,86.42415,96.88483
04/01/2006,82.53711,,73.727615,84.348,77.58519,,89.78371,100,93.72756,80.77899,87.119415,78.39468,,78.52597,63.59395,96.23124,80.35804,84.561264,89.30574
05/01/2006,84.37243,,68.85702,83.22569,74.39798,,89.43916,100,90.84726,79.99476,89.04384,81.21918,,74.22858,59.624805,96.881935,76.616875,81.134155,88.67959
06/01/2006,80.17633,,69.89099,78.911865,76.11173,,85.65836,99.9018,91.07243,81.13196,86.70406,79.03878,,77.30574,60.648247,96.47772,78.778114,80.96257,87.31812
07/01/2006,73.784355,,70.97225,75.5807,78.30272,,79.062874,99.02596,88.447464,71.07563,85.87444,69.856895,,76.20812,61.129272,91.98407,79.36236,81.801506,85.72919
08/01/2006,83.543564,,72.553085,80.45147,88.48102,,87.76337,100,92.2991,81.36331,90.25045,79.11682,,77.9028,62.825794,94.943474,79.171005,85.61754,87.55706
09/01/2006,72.93577,,68.058266,75.26788,73.30705,,79.03609,96.4383,83.88205,66.0202,76.18729,71.92745,,71.217224,58.107323,89.56419,72.00422,72.448524,77.89456
10/01/2006,76.61883,,68.125984,86.09543,73.86568,,85.714806,95.66434,81.86708,68.54638,77.457115,75.88981,,71.83967,59.455917,88.52997,76.63349,74.752556,84.83742
11/01/2006,73.83605,,71.97279,78.63265,74.719215,,78.05073,89.28807,74.455185,70.176285,72.73541,71.42216,,70.93171,63.102467,81.58436,79.409584,73.39051,82.78449
12/01/2006,66.07615,,73.98391,66.008286,69.96677,,69.81323,97.07623,80.65873,64.21418,75.96392,66.15517,,72.79627,63.742817,88.730545,86.1936,73.56789,81.647026
13/01/2006,70.30318,,68.451065,70.00279,67.655754,,76.42752,95.20199,81.96222,66.189415,79.25603,69.43179,,72.73981,61.07642,84.6342,83.27336,71.26362,78.0787
14/01/2006,65.99874,,70.47592,66.50926,66.31428,,72.87532,94.04361,83.94633,65.454605,77.15784,65.95411,,69.04199,71.60837,92.39154,82.82553,76.28734,82.870186
15/01/2006,46.866665,,71.63545,52.955173,50.54912,,58.226524,94.47276,81.75009,45.21684,63.69149,45.26079,,62.775745,80.62849,89.64432,82.50861,73.05546,82.6354
16/01/2006,77.972435,,71.65107,75.8248,83.26643,,84.37116,98.06657,85.917046,74.31506,83.9399,74.83897,,75.96992,89.835365,89.27029,85.749405,89.48038,85.97212
17/01/2006,65.40171,,68.560585,65.40358,63.1256,,68.786804,93.40861,79.777725,63.31539,73.46779,62.888527,,68.68778,80.562485,84.603355,81.73472,77.77546,76.86665
18/01/2006,56.210693,,71.11271,58.857468,59.841763,,63.004837,94.75859,84.37561,56.569923,77.56857,54.24659,,65.207504,81.16537,87.06042,81.75909,72.84265,84.34213
19/01/2006,52.11047,,71.66321,55.41559,67.436646,,68.286415,100,91.66061,63.1055,84.95979,52.93107,,72.34562,87.337524,93.44208,83.973656,82.127014,85.381
20/01/2006,83.83043,,68.75096,91.15252,87.18352,,94.96919,97.39518,87.84721,85.91519,86.14492,84.475494,,74.18565,88.043526,90.12446,81.83553,92.07906,83.12858
21/01/2006,88.05182,,68.761925,91.795616,87.403496,,92.53661,98.832565,88.74822,91.66711,86.57973,84.98664,,75.60492,89.28654,94.38227,83.38878,97.148186,90.097786
22/01/2006,89.91216,,68.37473,91.832726,90.680824,,95.67462,98.00703,88.77087,89.85582,90.76815,87.11454,,74.44562,93.50861,88.142075,81.739174,96.868065,86.361824
23/01/2006,88.07478,,70.498215,88.266685,87.535286,,92.9054,92.73745,82.01865,85.96893,75.56602,85.509575,,74.23694,91.55065,86.98309,83.09719,95.01564,79.47325
24/01/2006,57.771255,,71.45139,58.979057,53.591267,,65.754486,84.377106,69.87231,49.84286,58.24307,50.455433,,52.38903,75.57667,75.27863,81.006714,69.31559,69.17251
25/01/2006,55.252632,,75.61218,61.102158,59.162373,,63.532806,85.261826,69.02593,49.441723,58.54282,52.75084,,57.21934,76.71707,77.91432,78.886955,70.45121,77.221664
26/01/2006,46.700058,,78.00833,52.896812,47.66714,,56.292675,72.912384,65.33972,44.665424,51.678658,51.28032,,54.885204,63.871586,75.80424,71.98421,64.34075,69.63895
27/01/2006,40.80112,,79.69808,46.394955,43.59865,,46.335407,89.814354,76.57983,41.731705,56.33717,47.182983,,54.843052,64.02982,85.89843,81.975494,58.614838,81.65017
28/01/2006,84.76175,,89.88206,85.66977,87.713066,,90.246124,99.60799,91.6482,75.518776,88.72158,86.82005,,76.401474,91.2694,97.338646,86.07436,95.99528,93.26222
29/01/2006,88.128815,,93.35571,90.88678,91.3753,,96.437454,100,91.4149,89.55756,92.117905,89.32219,,80.34279,95.41583,97.81907,88.17692,99.01957,93.0289
30/01/2006,83.14196,,94.755684,83.75731,82.85159,,88.33191,99.60093,89.27955,75.02597,85.9216,84.26492,,78.43985,91.19751,91.974785,84.94446,92.34721,83.768196
31/01/2006,60.483364,,88.32136,67.35141,60.505615,,67.63305,98.66978,86.31617,57.8557,78.07495,64.08727,,66.91492,81.56988,93.99524,83.42905,78.15529,86.259254
01/02/2006,67.95457,,90.94434,66.31282,71.66743,,71.713646,97.55574,83.106186,65.79753,80.9339,67.59238,,75.478714,88.379555,92.00494,87.7651,86.48816,84.05804
02/02/2006,61.19175,,84.18375,72.12302,56.70092,,67.23342,96.04623,80.476524,59.607235,67.75792,67.04184,,66.265045,79.10393,89.3153,83.785095,71.79622,83.69176
03/02/2006,74.60385,,87.35553,79.298904,65.069626,,81.54246,95.611336,80.59417,66.2435,73.10279,77.97907,,69.41513,83.8632,85.09702,81.49789,80.034645,78.87261
04/02/2006,66.27228,,83.46526,72.99608,63.733803,,74.379616,91.134605,78.397125,63.84693,70.67359,71.40846,,66.35792,78.75953,82.412926,77.96594,76.579605,74.82252
